cast_gene,129_gene,nod_gene,c3h_gene,mouse_gene
MGP_CASTEiJ_G0026354,MGP_129S1SvImJ_G0027186,MGP_NODShiLtJ_G0026998,MGP_C3HHeJ_G0026901,ENSMUSG00000025764
MGP_CASTEiJ_G0034261,MGP_129S1SvImJ_G0035267,MGP_NODShiLtJ_G0035066,MGP_C3HHeJ_G0034950,ENSMUSG00000034837
MGP_CASTEiJ_G0009393,MGP_129S1SvImJ_G0009671,MGP_NODShiLtJ_G0009558,MGP_C3HHeJ_G0009572,ENSMUSG00000098795
MGP_CASTEiJ_G0036353,MGP_129S1SvImJ_G0037522,MGP_NODShiLtJ_G0037292,MGP_C3HHeJ_G0037182,ENSMUSG00000095792
MGP_CASTEiJ_G0035175,MGP_129S1SvImJ_G0036218,MGP_NODShiLtJ_G0035991,MGP_C3HHeJ_G0035887,ENSMUSG00000046873
MGP_CASTEiJ_G0006594,MGP_129S1SvImJ_G0006756,MGP_NODShiLtJ_G0006681,MGP_C3HHeJ_G0006671,ENSMUSG00000106060
MGP_CASTEiJ_G0026295,MGP_129S1SvImJ_G0027127,MGP_NODShiLtJ_G0026941,MGP_C3HHeJ_G0026841,ENSMUSG00000027706
MGP_CASTEiJ_G0022682,MGP_129S1SvImJ_G0023457,MGP_NODShiLtJ_G0023274,MGP_C3HHeJ_G0023181,ENSMUSG00000023067
MGP_CASTEiJ_G0037226,MGP_129S1SvImJ_G0038440,MGP_NODShiLtJ_G0038192,MGP_C3HHeJ_G0038080,ENSMUSG00000077202
MGP_CASTEiJ_G0014988,MGP_129S1SvImJ_G0015671,MGP_NODShiLtJ_G0015538,MGP_C3HHeJ_G0015433,ENSMUSG00000108659
MGP_CASTEiJ_G0036705,MGP_129S1SvImJ_G0037901,MGP_NODShiLtJ_G0037661,MGP_C3HHeJ_G0037547,ENSMUSG00000096713
MGP_CASTEiJ_G0005799,MGP_129S1SvImJ_G0005944,MGP_NODShiLtJ_G0005882,MGP_C3HHeJ_G0005863,ENSMUSG00000086559
MGP_CASTEiJ_G0028588,MGP_129S1SvImJ_G0029480,MGP_NODShiLtJ_G0029284,MGP_C3HHeJ_G0029179,ENSMUSG00000029097
MGP_CASTEiJ_G0002382,MGP_129S1SvImJ_G0002473,MGP_NODShiLtJ_G0002400,MGP_C3HHeJ_G0002420,ENSMUSG00000076912
MGP_CASTEiJ_G0009242,MGP_129S1SvImJ_G0009521,MGP_NODShiLtJ_G0009407,MGP_C3HHeJ_G0009423,ENSMUSG00000088786
MGP_CASTEiJ_G0009424,MGP_129S1SvImJ_G0009703,MGP_NODShiLtJ_G0009590,MGP_C3HHeJ_G0009604,ENSMUSG00000089621
MGP_CASTEiJ_G0007949,MGP_129S1SvImJ_G0008160,MGP_NODShiLtJ_G0008069,MGP_C3HHeJ_G0008074,ENSMUSG00000098565
MGP_CASTEiJ_G0035897,MGP_129S1SvImJ_G0037043,MGP_NODShiLtJ_G0036816,MGP_C3HHeJ_G0036709,ENSMUSG00000106522
MGP_CASTEiJ_G0016495,MGP_129S1SvImJ_G0017156,MGP_NODShiLtJ_G0017020,MGP_C3HHeJ_G0016916,ENSMUSG00000071335
MGP_CASTEiJ_G0017482,MGP_129S1SvImJ_G0018163,MGP_NODShiLtJ_G0018019,MGP_C3HHeJ_G0017918,ENSMUSG00000020326
MGP_CASTEiJ_G0024614,MGP_129S1SvImJ_G0025417,MGP_NODShiLtJ_G0025255,MGP_C3HHeJ_G0025151,ENSMUSG00000036833
MGP_CASTEiJ_G0020471,MGP_129S1SvImJ_G0021212,MGP_NODShiLtJ_G0021045,MGP_C3HHeJ_G0020946,ENSMUSG00000021835
MGP_CASTEiJ_G0016959,MGP_129S1SvImJ_G0017629,MGP_NODShiLtJ_G0017492,MGP_C3HHeJ_G0017394,ENSMUSG00000020061
MGP_CASTEiJ_G0016627,MGP_129S1SvImJ_G0017295,MGP_NODShiLtJ_G0017155,MGP_C3HHeJ_G0017056,ENSMUSG00000037012
MGP_CASTEiJ_G0034140,MGP_129S1SvImJ_G0035144,MGP_NODShiLtJ_G0034945,MGP_C3HHeJ_G0034828,ENSMUSG00000051234
MGP_CASTEiJ_G0016379,MGP_129S1SvImJ_G0017036,MGP_NODShiLtJ_G0016902,MGP_C3HHeJ_G0016797,ENSMUSG00000071392
MGP_CASTEiJ_G0032622,MGP_129S1SvImJ_G0033608,MGP_NODShiLtJ_G0033413,MGP_C3HHeJ_G0033296,ENSMUSG00000031521
MGP_CASTEiJ_G0021430,MGP_129S1SvImJ_G0022173,MGP_NODShiLtJ_G0022001,MGP_C3HHeJ_G0021908,ENSMUSG00000018868
MGP_CASTEiJ_G0007171,MGP_129S1SvImJ_G0007350,MGP_NODShiLtJ_G0007271,MGP_C3HHeJ_G0007269,ENSMUSG00000099162
MGP_CASTEiJ_G0034934,MGP_129S1SvImJ_G0035970,MGP_NODShiLtJ_G0035749,MGP_C3HHeJ_G0035648,ENSMUSG00000051220
MGP_CASTEiJ_G0005863,MGP_129S1SvImJ_G0006009,MGP_NODShiLtJ_G0005945,MGP_C3HHeJ_G0005928,ENSMUSG00000087450
MGP_CASTEiJ_G0034513,MGP_129S1SvImJ_G0035530,MGP_NODShiLtJ_G0035326,MGP_C3HHeJ_G0035212,ENSMUSG00000031158
MGP_CASTEiJ_G0015101,MGP_129S1SvImJ_G0015788,MGP_NODShiLtJ_G0015651,MGP_C3HHeJ_G0015545,ENSMUSG00000087174
MGP_CASTEiJ_G0037494,MGP_129S1SvImJ_G0038713,MGP_NODShiLtJ_G0038465,MGP_C3HHeJ_G0038353,ENSMUSG00000077655
MGP_CASTEiJ_G0027024,MGP_129S1SvImJ_G0027867,MGP_NODShiLtJ_G0027682,MGP_C3HHeJ_G0027567,ENSMUSG00000050549
MGP_CASTEiJ_G0021230,MGP_129S1SvImJ_G0021972,MGP_NODShiLtJ_G0021808,MGP_C3HHeJ_G0021711,ENSMUSG00000102018
MGP_CASTEiJ_G0016565,MGP_129S1SvImJ_G0017232,MGP_NODShiLtJ_G0017093,MGP_C3HHeJ_G0016992,ENSMUSG00000019856
MGP_CASTEiJ_G0021973,MGP_129S1SvImJ_G0022713,MGP_NODShiLtJ_G0022542,MGP_C3HHeJ_G0022445,ENSMUSG00000022537
MGP_CASTEiJ_G0029518,MGP_129S1SvImJ_G0030421,MGP_NODShiLtJ_G0030229,MGP_C3HHeJ_G0030117,ENSMUSG00000001376
MGP_CASTEiJ_G0018177,MGP_129S1SvImJ_G0018868,MGP_NODShiLtJ_G0018717,MGP_C3HHeJ_G0018622,ENSMUSG00000051452
MGP_CASTEiJ_G0004818,MGP_129S1SvImJ_G0004957,MGP_NODShiLtJ_G0004884,MGP_C3HHeJ_G0004869,ENSMUSG00000099960
MGP_CASTEiJ_G0033907,MGP_129S1SvImJ_G0034903,MGP_NODShiLtJ_G0034701,MGP_C3HHeJ_G0034586,ENSMUSG00000025237
MGP_CASTEiJ_G0007087,MGP_129S1SvImJ_G0007266,MGP_NODShiLtJ_G0007188,MGP_C3HHeJ_G0007185,ENSMUSG00000090457
MGP_CASTEiJ_G0028822,MGP_129S1SvImJ_G0029713,MGP_NODShiLtJ_G0029514,MGP_C3HHeJ_G0029412,ENSMUSG00000029366
MGP_CASTEiJ_G0030001,MGP_129S1SvImJ_G0030913,MGP_NODShiLtJ_G0030721,MGP_C3HHeJ_G0030818,ENSMUSG00000009145
MGP_CASTEiJ_G0027697,MGP_129S1SvImJ_G0028565,MGP_NODShiLtJ_G0028372,MGP_C3HHeJ_G0028261,ENSMUSG00000003411
MGP_CASTEiJ_G0016864,MGP_129S1SvImJ_G0017534,MGP_NODShiLtJ_G0017395,MGP_C3HHeJ_G0017297,ENSMUSG00000004929
MGP_CASTEiJ_G0026527,MGP_129S1SvImJ_G0027364,MGP_NODShiLtJ_G0027179,MGP_C3HHeJ_G0027080,ENSMUSG00000003382
MGP_CASTEiJ_G0027817,MGP_129S1SvImJ_G0028688,MGP_NODShiLtJ_G0028494,MGP_C3HHeJ_G0028386,ENSMUSG00000045268
MGP_CASTEiJ_G0021236,MGP_129S1SvImJ_G0021978,MGP_NODShiLtJ_G0021814,MGP_C3HHeJ_G0021717,ENSMUSG00000063268
MGP_CASTEiJ_G0021762,MGP_129S1SvImJ_G0022502,MGP_NODShiLtJ_G0022333,MGP_C3HHeJ_G0022235,ENSMUSG00000039209
MGP_CASTEiJ_G0008469,MGP_129S1SvImJ_G0008705,MGP_NODShiLtJ_G0008607,MGP_C3HHeJ_G0008624,ENSMUSG00000098929
MGP_CASTEiJ_G0029539,MGP_129S1SvImJ_G0030442,MGP_NODShiLtJ_G0030250,MGP_C3HHeJ_G0030138,ENSMUSG00000042505
MGP_CASTEiJ_G0023818,MGP_129S1SvImJ_G0024611,MGP_NODShiLtJ_G0024441,MGP_C3HHeJ_G0024345,ENSMUSG00000034391
MGP_CASTEiJ_G0024747,MGP_129S1SvImJ_G0025549,MGP_NODShiLtJ_G0025387,MGP_C3HHeJ_G0025284,ENSMUSG00000057738
MGP_CASTEiJ_G0024809,MGP_129S1SvImJ_G0025613,MGP_NODShiLtJ_G0025451,MGP_C3HHeJ_G0025347,ENSMUSG00000079442
MGP_CASTEiJ_G0036917,MGP_129S1SvImJ_G0038118,MGP_NODShiLtJ_G0037876,MGP_C3HHeJ_G0037766,ENSMUSG00000070236
MGP_CASTEiJ_G0015523,MGP_129S1SvImJ_G0016170,MGP_NODShiLtJ_G0016036,MGP_C3HHeJ_G0015939,ENSMUSG00000026205
MGP_CASTEiJ_G0029475,MGP_129S1SvImJ_G0030377,MGP_NODShiLtJ_G0030185,MGP_C3HHeJ_G0030073,ENSMUSG00000041468
MGP_CASTEiJ_G0021926,MGP_129S1SvImJ_G0022665,MGP_NODShiLtJ_G0022495,MGP_C3HHeJ_G0022396,ENSMUSG00000022855
MGP_CASTEiJ_G0018258,MGP_129S1SvImJ_G0018948,MGP_NODShiLtJ_G0018798,MGP_C3HHeJ_G0018703,ENSMUSG00000037601
MGP_CASTEiJ_G0037462,MGP_129S1SvImJ_G0038682,MGP_NODShiLtJ_G0038433,MGP_C3HHeJ_G0038321,ENSMUSG00000088820
MGP_CASTEiJ_G0037956,MGP_129S1SvImJ_G0039181,MGP_NODShiLtJ_G0038933,MGP_C3HHeJ_G0038821,ENSMUSG00000089552
MGP_CASTEiJ_G0026309,MGP_129S1SvImJ_G0027141,MGP_NODShiLtJ_G0026955,MGP_C3HHeJ_G0026856,ENSMUSG00000027671
MGP_CASTEiJ_G0006483,MGP_129S1SvImJ_G0006645,MGP_NODShiLtJ_G0006570,MGP_C3HHeJ_G0006561,ENSMUSG00000105912
MGP_CASTEiJ_G0027420,MGP_129S1SvImJ_G0028281,MGP_NODShiLtJ_G0028088,MGP_C3HHeJ_G0027981,ENSMUSG00000039653
MGP_CASTEiJ_G0031122,MGP_129S1SvImJ_G0032083,MGP_NODShiLtJ_G0031900,MGP_C3HHeJ_G0031787,ENSMUSG00000030495
MGP_CASTEiJ_G0014565,MGP_129S1SvImJ_G0015252,MGP_NODShiLtJ_G0015122,MGP_C3HHeJ_G0015012,ENSMUSG00000086448
MGP_CASTEiJ_G0000013,MGP_129S1SvImJ_G0000015,MGP_NODShiLtJ_G0000014,MGP_C3HHeJ_G0000015,ENSMUSG00000076609
MGP_CASTEiJ_G0030838,MGP_129S1SvImJ_G0031792,MGP_NODShiLtJ_G0031600,MGP_C3HHeJ_G0031495,ENSMUSG00000002985
MGP_CASTEiJ_G0014777,MGP_129S1SvImJ_G0015463,MGP_NODShiLtJ_G0015331,MGP_C3HHeJ_G0015225,ENSMUSG00000074876
MGP_CASTEiJ_G0023301,MGP_129S1SvImJ_G0024097,MGP_NODShiLtJ_G0023918,MGP_C3HHeJ_G0023822,ENSMUSG00000024145
MGP_CASTEiJ_G0016811,MGP_129S1SvImJ_G0017481,MGP_NODShiLtJ_G0017342,MGP_C3HHeJ_G0017244,ENSMUSG00000035673
MGP_CASTEiJ_G0002504,MGP_129S1SvImJ_G0002595,MGP_NODShiLtJ_G0002525,MGP_C3HHeJ_G0002519,ENSMUSG00000076480
MGP_CASTEiJ_G0023874,MGP_129S1SvImJ_G0024668,MGP_NODShiLtJ_G0024498,MGP_C3HHeJ_G0024402,ENSMUSG00000024889
MGP_CASTEiJ_G0005753,MGP_129S1SvImJ_G0005898,MGP_NODShiLtJ_G0005836,MGP_C3HHeJ_G0005817,ENSMUSG00000085668
MGP_CASTEiJ_G0008540,MGP_129S1SvImJ_G0008786,MGP_NODShiLtJ_G0008681,MGP_C3HHeJ_G0008699,ENSMUSG00000093403
MGP_CASTEiJ_G0028730,MGP_129S1SvImJ_G0029622,MGP_NODShiLtJ_G0029424,MGP_C3HHeJ_G0029322,ENSMUSG00000070733
MGP_CASTEiJ_G0009181,MGP_129S1SvImJ_G0009459,MGP_NODShiLtJ_G0009346,MGP_C3HHeJ_G0009362,ENSMUSG00000089043
MGP_CASTEiJ_G0018959,MGP_129S1SvImJ_G0019656,MGP_NODShiLtJ_G0019515,MGP_C3HHeJ_G0019404,ENSMUSG00000036136
MGP_CASTEiJ_G0005825,MGP_129S1SvImJ_G0005971,MGP_NODShiLtJ_G0005908,MGP_C3HHeJ_G0005890,ENSMUSG00000087537
MGP_CASTEiJ_G0036459,MGP_129S1SvImJ_G0037642,MGP_NODShiLtJ_G0037406,MGP_C3HHeJ_G0037293,ENSMUSG00000077299
MGP_CASTEiJ_G0006706,MGP_129S1SvImJ_G0006872,MGP_NODShiLtJ_G0006794,MGP_C3HHeJ_G0006787,ENSMUSG00000107133
MGP_CASTEiJ_G0032791,MGP_129S1SvImJ_G0033777,MGP_NODShiLtJ_G0033584,MGP_C3HHeJ_G0033462,ENSMUSG00000003039
MGP_CASTEiJ_G0016409,MGP_129S1SvImJ_G0017068,MGP_NODShiLtJ_G0016933,MGP_C3HHeJ_G0016828,ENSMUSG00000037490
MGP_CASTEiJ_G0027897,MGP_129S1SvImJ_G0028768,MGP_NODShiLtJ_G0028572,MGP_C3HHeJ_G0028464,ENSMUSG00000028861
MGP_CASTEiJ_G0008536,MGP_129S1SvImJ_G0008782,MGP_NODShiLtJ_G0008677,MGP_C3HHeJ_G0008695,ENSMUSG00000093071
MGP_CASTEiJ_G0032973,MGP_129S1SvImJ_G0033956,MGP_NODShiLtJ_G0033760,MGP_C3HHeJ_G0033641,ENSMUSG00000031762
MGP_CASTEiJ_G0021713,MGP_129S1SvImJ_G0022453,MGP_NODShiLtJ_G0022284,MGP_C3HHeJ_G0022186,ENSMUSG00000005982
MGP_CASTEiJ_G0028479,MGP_129S1SvImJ_G0029370,MGP_NODShiLtJ_G0029172,MGP_C3HHeJ_G0029068,ENSMUSG00000044681
MGP_CASTEiJ_G0005457,MGP_129S1SvImJ_G0005600,MGP_NODShiLtJ_G0005530,MGP_C3HHeJ_G0005514,ENSMUSG00000051198
MGP_CASTEiJ_G0030089,MGP_129S1SvImJ_G0031001,MGP_NODShiLtJ_G0030806,MGP_C3HHeJ_G0030730,ENSMUSG00000030057
MGP_CASTEiJ_G0031428,MGP_129S1SvImJ_G0032396,MGP_NODShiLtJ_G0032213,MGP_C3HHeJ_G0032100,ENSMUSG00000030544
MGP_CASTEiJ_G0033655,MGP_129S1SvImJ_G0034651,MGP_NODShiLtJ_G0034450,MGP_C3HHeJ_G0034333,ENSMUSG00000095390
MGP_CASTEiJ_G0030109,MGP_129S1SvImJ_G0031021,MGP_NODShiLtJ_G0030826,MGP_C3HHeJ_G0030710,ENSMUSG00000000811
MGP_CASTEiJ_G0024685,MGP_129S1SvImJ_G0025488,MGP_NODShiLtJ_G0025326,MGP_C3HHeJ_G0025222,ENSMUSG00000026925
MGP_CASTEiJ_G0024326,MGP_129S1SvImJ_G0025130,MGP_NODShiLtJ_G0024965,MGP_C3HHeJ_G0024861,ENSMUSG00000011752
MGP_CASTEiJ_G0009362,MGP_129S1SvImJ_G0009640,MGP_NODShiLtJ_G0009527,MGP_C3HHeJ_G0009541,ENSMUSG00000099302
MGP_CASTEiJ_G0016634,MGP_129S1SvImJ_G0017302,MGP_NODShiLtJ_G0017162,MGP_C3HHeJ_G0017063,ENSMUSG00000020075
MGP_CASTEiJ_G0021850,MGP_129S1SvImJ_G0022591,MGP_NODShiLtJ_G0022420,MGP_C3HHeJ_G0022322,ENSMUSG00000012017
MGP_CASTEiJ_G0009644,MGP_129S1SvImJ_G0009924,MGP_NODShiLtJ_G0009811,MGP_C3HHeJ_G0009826,ENSMUSG00000092572
MGP_CASTEiJ_G0014930,MGP_129S1SvImJ_G0015614,MGP_NODShiLtJ_G0015479,MGP_C3HHeJ_G0015374,ENSMUSG00000029386
MGP_CASTEiJ_G0034748,MGP_129S1SvImJ_G0035783,MGP_NODShiLtJ_G0035570,MGP_C3HHeJ_G0035456,ENSMUSG00000035776
MGP_CASTEiJ_G0023662,MGP_129S1SvImJ_G0024455,MGP_NODShiLtJ_G0024285,MGP_C3HHeJ_G0024188,ENSMUSG00000053441
MGP_CASTEiJ_G0020575,MGP_129S1SvImJ_G0021313,MGP_NODShiLtJ_G0021150,MGP_C3HHeJ_G0021056,ENSMUSG00000022177
MGP_CASTEiJ_G0018260,MGP_129S1SvImJ_G0018950,MGP_NODShiLtJ_G0018800,MGP_C3HHeJ_G0018705,ENSMUSG00000037573
MGP_CASTEiJ_G0022722,MGP_129S1SvImJ_G0023497,MGP_NODShiLtJ_G0023314,MGP_C3HHeJ_G0023221,ENSMUSG00000058392
MGP_CASTEiJ_G0022839,MGP_129S1SvImJ_G0023616,MGP_NODShiLtJ_G0023438,MGP_C3HHeJ_G0023343,ENSMUSG00000007036
MGP_CASTEiJ_G0033286,MGP_129S1SvImJ_G0034275,MGP_NODShiLtJ_G0034079,MGP_C3HHeJ_G0033959,ENSMUSG00000037300
MGP_CASTEiJ_G0025330,MGP_129S1SvImJ_G0026144,MGP_NODShiLtJ_G0025968,MGP_C3HHeJ_G0025865,ENSMUSG00000002108
MGP_CASTEiJ_G0016693,MGP_129S1SvImJ_G0017361,MGP_NODShiLtJ_G0017220,MGP_C3HHeJ_G0017122,ENSMUSG00000020196
MGP_CASTEiJ_G0007304,MGP_129S1SvImJ_G0007484,MGP_NODShiLtJ_G0007405,MGP_C3HHeJ_G0007401,ENSMUSG00000101595
MGP_CASTEiJ_G0017417,MGP_129S1SvImJ_G0018101,MGP_NODShiLtJ_G0017957,MGP_C3HHeJ_G0017855,ENSMUSG00000032878
MGP_CASTEiJ_G0019137,MGP_129S1SvImJ_G0019842,MGP_NODShiLtJ_G0019697,MGP_C3HHeJ_G0019585,ENSMUSG00000044912
MGP_CASTEiJ_G0007595,MGP_129S1SvImJ_G0007781,MGP_NODShiLtJ_G0007697,MGP_C3HHeJ_G0007701,ENSMUSG00000076337
MGP_CASTEiJ_G0020129,MGP_129S1SvImJ_G0020868,MGP_NODShiLtJ_G0020705,MGP_C3HHeJ_G0020611,ENSMUSG00000046082
MGP_CASTEiJ_G0034372,MGP_129S1SvImJ_G0035382,MGP_NODShiLtJ_G0035179,MGP_C3HHeJ_G0035066,ENSMUSG00000032507
MGP_CASTEiJ_G0018215,MGP_129S1SvImJ_G0018906,MGP_NODShiLtJ_G0018755,MGP_C3HHeJ_G0018660,ENSMUSG00000020486
MGP_CASTEiJ_G0007013,MGP_129S1SvImJ_G0007193,MGP_NODShiLtJ_G0007115,MGP_C3HHeJ_G0007111,ENSMUSG00000101559
MGP_CASTEiJ_G0029811,MGP_129S1SvImJ_G0030713,MGP_NODShiLtJ_G0030517,MGP_C3HHeJ_G0030407,ENSMUSG00000029810
MGP_CASTEiJ_G0016179,MGP_129S1SvImJ_G0016836,MGP_NODShiLtJ_G0016706,MGP_C3HHeJ_G0016598,ENSMUSG00000026526
MGP_CASTEiJ_G0007277,MGP_129S1SvImJ_G0007456,MGP_NODShiLtJ_G0007377,MGP_C3HHeJ_G0007373,ENSMUSG00000098875
MGP_CASTEiJ_G0019025,MGP_129S1SvImJ_G0019729,MGP_NODShiLtJ_G0019583,MGP_C3HHeJ_G0019472,ENSMUSG00000020956
MGP_CASTEiJ_G0036921,MGP_129S1SvImJ_G0038123,MGP_NODShiLtJ_G0037881,MGP_C3HHeJ_G0037770,ENSMUSG00000088722
MGP_CASTEiJ_G0006418,MGP_129S1SvImJ_G0006572,MGP_NODShiLtJ_G0006501,MGP_C3HHeJ_G0006489,ENSMUSG00000105560
MGP_CASTEiJ_G0024586,MGP_129S1SvImJ_G0025389,MGP_NODShiLtJ_G0025227,MGP_C3HHeJ_G0025122,ENSMUSG00000045967
MGP_CASTEiJ_G0017629,MGP_129S1SvImJ_G0018313,MGP_NODShiLtJ_G0018166,MGP_C3HHeJ_G0018064,ENSMUSG00000018914
MGP_CASTEiJ_G0032390,MGP_129S1SvImJ_G0033374,MGP_NODShiLtJ_G0033177,MGP_C3HHeJ_G0033068,ENSMUSG00000038515
MGP_CASTEiJ_G0030898,MGP_129S1SvImJ_G0031853,MGP_NODShiLtJ_G0031667,MGP_C3HHeJ_G0031558,ENSMUSG00000045252
MGP_CASTEiJ_G0005134,MGP_129S1SvImJ_G0005273,MGP_NODShiLtJ_G0005202,MGP_C3HHeJ_G0005187,ENSMUSG00000087407
MGP_CASTEiJ_G0014978,MGP_129S1SvImJ_G0015661,MGP_NODShiLtJ_G0015527,MGP_C3HHeJ_G0015422,ENSMUSG00000094365
MGP_CASTEiJ_G0019843,MGP_129S1SvImJ_G0020580,MGP_NODShiLtJ_G0020419,MGP_C3HHeJ_G0020329,ENSMUSG00000074895
MGP_CASTEiJ_G0031975,MGP_129S1SvImJ_G0032949,MGP_NODShiLtJ_G0032757,MGP_C3HHeJ_G0032647,ENSMUSG00000030870
MGP_CASTEiJ_G0022079,MGP_129S1SvImJ_G0022823,MGP_NODShiLtJ_G0022650,MGP_C3HHeJ_G0022553,ENSMUSG00000022798
MGP_CASTEiJ_G0021399,MGP_129S1SvImJ_G0022142,MGP_NODShiLtJ_G0021970,MGP_C3HHeJ_G0021879,ENSMUSG00000022453
MGP_CASTEiJ_G0025861,MGP_129S1SvImJ_G0026682,MGP_NODShiLtJ_G0026501,MGP_C3HHeJ_G0026400,ENSMUSG00000042662
MGP_CASTEiJ_G0020321,MGP_129S1SvImJ_G0021061,MGP_NODShiLtJ_G0020895,MGP_C3HHeJ_G0020797,ENSMUSG00000021782
MGP_CASTEiJ_G0009216,MGP_129S1SvImJ_G0009495,MGP_NODShiLtJ_G0009382,MGP_C3HHeJ_G0009397,ENSMUSG00000084452
MGP_CASTEiJ_G0019457,MGP_129S1SvImJ_G0020174,MGP_NODShiLtJ_G0020024,MGP_C3HHeJ_G0019917,ENSMUSG00000037466
MGP_CASTEiJ_G0024322,MGP_129S1SvImJ_G0025126,MGP_NODShiLtJ_G0024961,MGP_C3HHeJ_G0024857,ENSMUSG00000025020
MGP_CASTEiJ_G0019079,MGP_129S1SvImJ_G0019784,MGP_NODShiLtJ_G0019639,MGP_C3HHeJ_G0019528,ENSMUSG00000034912
MGP_CASTEiJ_G0024041,MGP_129S1SvImJ_G0024834,MGP_NODShiLtJ_G0024663,MGP_C3HHeJ_G0024568,ENSMUSG00000037418
MGP_CASTEiJ_G0004806,MGP_129S1SvImJ_G0004945,MGP_NODShiLtJ_G0004872,MGP_C3HHeJ_G0004857,ENSMUSG00000101179
MGP_CASTEiJ_G0037929,MGP_129S1SvImJ_G0039154,MGP_NODShiLtJ_G0038907,MGP_C3HHeJ_G0038794,ENSMUSG00000095971
MGP_CASTEiJ_G0016168,MGP_129S1SvImJ_G0016826,MGP_NODShiLtJ_G0016695,MGP_C3HHeJ_G0016588,ENSMUSG00000055033
MGP_CASTEiJ_G0026566,MGP_129S1SvImJ_G0027405,MGP_NODShiLtJ_G0027220,MGP_C3HHeJ_G0027120,ENSMUSG00000049741
MGP_CASTEiJ_G0029134,MGP_129S1SvImJ_G0030032,MGP_NODShiLtJ_G0029832,MGP_C3HHeJ_G0029725,ENSMUSG00000029454
MGP_CASTEiJ_G0005312,MGP_129S1SvImJ_G0005454,MGP_NODShiLtJ_G0005383,MGP_C3HHeJ_G0005369,ENSMUSG00000089815
MGP_CASTEiJ_G0038347,MGP_129S1SvImJ_G0039584,MGP_NODShiLtJ_G0039341,MGP_C3HHeJ_G0039221,ENSMUSG00000088823
MGP_CASTEiJ_G0005019,MGP_129S1SvImJ_G0005159,MGP_NODShiLtJ_G0005086,MGP_C3HHeJ_G0005071,ENSMUSG00000031294
MGP_CASTEiJ_G0025310,MGP_129S1SvImJ_G0026122,MGP_NODShiLtJ_G0025949,MGP_C3HHeJ_G0025847,ENSMUSG00000075066
MGP_CASTEiJ_G0038248,MGP_129S1SvImJ_G0039477,MGP_NODShiLtJ_G0039234,MGP_C3HHeJ_G0039116,ENSMUSG00000077272
MGP_CASTEiJ_G0023633,MGP_129S1SvImJ_G0024426,MGP_NODShiLtJ_G0024256,MGP_C3HHeJ_G0024159,ENSMUSG00000024510
MGP_CASTEiJ_G0022343,MGP_129S1SvImJ_G0023092,MGP_NODShiLtJ_G0022921,MGP_C3HHeJ_G0022823,ENSMUSG00000000385
MGP_CASTEiJ_G0018331,MGP_129S1SvImJ_G0019023,MGP_NODShiLtJ_G0018873,MGP_C3HHeJ_G0018778,ENSMUSG00000038534
MGP_CASTEiJ_G0004711,MGP_129S1SvImJ_G0004846,MGP_NODShiLtJ_G0004772,MGP_C3HHeJ_G0004757,ENSMUSG00000085447
MGP_CASTEiJ_G0021068,MGP_129S1SvImJ_G0021810,MGP_NODShiLtJ_G0021646,MGP_C3HHeJ_G0021551,ENSMUSG00000022296
MGP_CASTEiJ_G0008676,MGP_129S1SvImJ_G0008924,MGP_NODShiLtJ_G0008816,MGP_C3HHeJ_G0008834,ENSMUSG00000105902
MGP_CASTEiJ_G0024953,MGP_129S1SvImJ_G0025757,MGP_NODShiLtJ_G0025593,MGP_C3HHeJ_G0025489,ENSMUSG00000026988
MGP_CASTEiJ_G0032215,MGP_129S1SvImJ_G0033188,MGP_NODShiLtJ_G0032995,MGP_C3HHeJ_G0032885,ENSMUSG00000057997
MGP_CASTEiJ_G0015399,MGP_129S1SvImJ_G0016047,MGP_NODShiLtJ_G0015912,MGP_C3HHeJ_G0015817,ENSMUSG00000038242
MGP_CASTEiJ_G0022080,MGP_129S1SvImJ_G0022824,MGP_NODShiLtJ_G0022651,MGP_C3HHeJ_G0022554,ENSMUSG00000022790
MGP_CASTEiJ_G0029188,MGP_129S1SvImJ_G0030086,MGP_NODShiLtJ_G0029886,MGP_C3HHeJ_G0029779,ENSMUSG00000066278
MGP_CASTEiJ_G0025440,MGP_129S1SvImJ_G0026254,MGP_NODShiLtJ_G0026074,MGP_C3HHeJ_G0025974,ENSMUSG00000074965
MGP_CASTEiJ_G0029853,MGP_129S1SvImJ_G0030756,MGP_NODShiLtJ_G0030560,MGP_C3HHeJ_G0030450,ENSMUSG00000043496
MGP_CASTEiJ_G0023155,MGP_129S1SvImJ_G0023950,MGP_NODShiLtJ_G0023771,MGP_C3HHeJ_G0023673,ENSMUSG00000011486
MGP_CASTEiJ_G0016190,MGP_129S1SvImJ_G0016847,MGP_NODShiLtJ_G0016716,MGP_C3HHeJ_G0016609,ENSMUSG00000019699
MGP_CASTEiJ_G0017949,MGP_129S1SvImJ_G0018641,MGP_NODShiLtJ_G0018489,MGP_C3HHeJ_G0018394,ENSMUSG00000040447
MGP_CASTEiJ_G0007211,MGP_129S1SvImJ_G0007390,MGP_NODShiLtJ_G0007311,MGP_C3HHeJ_G0007308,ENSMUSG00000097336
MGP_CASTEiJ_G0024000,MGP_129S1SvImJ_G0024793,MGP_NODShiLtJ_G0024622,MGP_C3HHeJ_G0024527,ENSMUSG00000024759
