BL6_geneid,129_geneid,C3H_geneid,NOD_geneid,CAST_geneid
ENSMUSG00000045339::ENSMUSG00000045339,MGP_129S1SvImJ_G0006004::ENSMUSG00000045339,MGP_C3HHeJ_G0005923::ENSMUSG00000045339,MGP_NODShiLtJ_G0005940::ENSMUSG00000045339,MGP_CASTEiJ_G0005858::ENSMUSG00000045339
ENSMUSG00000100396::ENSMUSG00000100396,MGP_129S1SvImJ_G0006554::ENSMUSG00000100396,MGP_C3HHeJ_G0006470::ENSMUSG00000100396,MGP_NODShiLtJ_G0006483::ENSMUSG00000100396,MGP_CASTEiJ_G0006401::ENSMUSG00000100396
ENSMUSG00000097992::ENSMUSG00000097992,MGP_129S1SvImJ_G0007359::ENSMUSG00000097992,MGP_C3HHeJ_G0007278::ENSMUSG00000097992,MGP_NODShiLtJ_G0007280::ENSMUSG00000097992,MGP_CASTEiJ_G0007180::ENSMUSG00000097992
ENSMUSG00000101659::ENSMUSG00000101659,MGP_129S1SvImJ_G0007065::ENSMUSG00000101659,MGP_C3HHeJ_G0006981::ENSMUSG00000101659,MGP_NODShiLtJ_G0006987::ENSMUSG00000101659,MGP_CASTEiJ_G0006892::ENSMUSG00000101659
ENSMUSG00000099848::ENSMUSG00000099848,MGP_129S1SvImJ_G0004902::ENSMUSG00000099848,MGP_C3HHeJ_G0004814::ENSMUSG00000099848,MGP_NODShiLtJ_G0004830::ENSMUSG00000099848,MGP_CASTEiJ_G0004765::ENSMUSG00000099848
ENSMUSG00000100483::ENSMUSG00000100483,MGP_129S1SvImJ_G0004787::ENSMUSG00000100483,MGP_C3HHeJ_G0004698::ENSMUSG00000100483,MGP_NODShiLtJ_G0004714::ENSMUSG00000100483,MGP_CASTEiJ_G0004654::ENSMUSG00000100483
ENSMUSG00000097334::ENSMUSG00000097334,MGP_129S1SvImJ_G0007437::ENSMUSG00000097334,MGP_C3HHeJ_G0007354::ENSMUSG00000097334,MGP_NODShiLtJ_G0007358::ENSMUSG00000097334,MGP_CASTEiJ_G0007258::ENSMUSG00000097334
ENSMUSG00000105003::ENSMUSG00000105003,MGP_129S1SvImJ_G0006194::ENSMUSG00000105003,MGP_C3HHeJ_G0006112::ENSMUSG00000105003,MGP_NODShiLtJ_G0006130::ENSMUSG00000105003,MGP_CASTEiJ_G0006046::ENSMUSG00000105003
ENSMUSG00000085378::ENSMUSG00000085378,MGP_129S1SvImJ_G0006454::ENSMUSG00000085378,MGP_C3HHeJ_G0006370::ENSMUSG00000085378,MGP_NODShiLtJ_G0006384::ENSMUSG00000085378,MGP_CASTEiJ_G0006303::ENSMUSG00000085378
ENSMUSG00000087265::ENSMUSG00000087265,MGP_129S1SvImJ_G0005296::ENSMUSG00000087265,MGP_C3HHeJ_G0005210::ENSMUSG00000087265,MGP_NODShiLtJ_G0005224::ENSMUSG00000087265,MGP_CASTEiJ_G0005157::ENSMUSG00000087265
ENSMUSG00000086201::ENSMUSG00000086201,MGP_129S1SvImJ_G0005507::ENSMUSG00000086201,MGP_C3HHeJ_G0005422::ENSMUSG00000086201,MGP_NODShiLtJ_G0005436::ENSMUSG00000086201,MGP_CASTEiJ_G0005364::ENSMUSG00000086201
ENSMUSG00000052295::ENSMUSG00000052295,MGP_129S1SvImJ_G0006641::ENSMUSG00000052295,MGP_C3HHeJ_G0006557::ENSMUSG00000052295,MGP_NODShiLtJ_G0006566::ENSMUSG00000052295,MGP_CASTEiJ_G0006479::ENSMUSG00000052295
ENSMUSG00000085162::ENSMUSG00000085162,MGP_129S1SvImJ_G0005244::ENSMUSG00000085162,MGP_C3HHeJ_G0005158::ENSMUSG00000085162,MGP_NODShiLtJ_G0005173::ENSMUSG00000085162,MGP_CASTEiJ_G0005105::ENSMUSG00000085162
ENSMUSG00000097418::ENSMUSG00000097418,MGP_129S1SvImJ_G0005676::ENSMUSG00000097418,MGP_C3HHeJ_G0005590::ENSMUSG00000097418,MGP_NODShiLtJ_G0005607::ENSMUSG00000097418,MGP_CASTEiJ_G0005533::ENSMUSG00000097418
ENSMUSG00000099470::ENSMUSG00000099470,MGP_129S1SvImJ_G0005998::ENSMUSG00000099470,MGP_C3HHeJ_G0005917::ENSMUSG00000099470,MGP_NODShiLtJ_G0005934::ENSMUSG00000099470,MGP_CASTEiJ_G0005852::ENSMUSG00000099470
ENSMUSG00000086006::ENSMUSG00000086006,MGP_129S1SvImJ_G0005868::ENSMUSG00000086006,MGP_C3HHeJ_G0005786::ENSMUSG00000086006,MGP_NODShiLtJ_G0005805::ENSMUSG00000086006,MGP_CASTEiJ_G0005723::ENSMUSG00000086006
ENSMUSG00000101253::ENSMUSG00000101253,MGP_129S1SvImJ_G0004939::ENSMUSG00000101253,MGP_C3HHeJ_G0004851::ENSMUSG00000101253,MGP_NODShiLtJ_G0004866::ENSMUSG00000101253,MGP_CASTEiJ_G0004800::ENSMUSG00000101253
ENSMUSG00000104397::ENSMUSG00000104397,MGP_129S1SvImJ_G0004794::ENSMUSG00000104397,MGP_C3HHeJ_G0004705::ENSMUSG00000104397,MGP_NODShiLtJ_G0004721::ENSMUSG00000104397,MGP_CASTEiJ_G0004661::ENSMUSG00000104397
ENSMUSG00000100857::ENSMUSG00000100857,MGP_129S1SvImJ_G0005675::ENSMUSG00000100857,MGP_C3HHeJ_G0005589::ENSMUSG00000100857,MGP_NODShiLtJ_G0005606::ENSMUSG00000100857,MGP_CASTEiJ_G0005532::ENSMUSG00000100857
ENSMUSG00000102484::ENSMUSG00000102484,MGP_129S1SvImJ_G0005030::ENSMUSG00000102484,MGP_C3HHeJ_G0004942::ENSMUSG00000102484,MGP_NODShiLtJ_G0004957::ENSMUSG00000102484,MGP_CASTEiJ_G0004890::ENSMUSG00000102484
ENSMUSG00000108695::ENSMUSG00000108695,MGP_129S1SvImJ_G0007167::ENSMUSG00000108695,MGP_C3HHeJ_G0007085::ENSMUSG00000108695,MGP_NODShiLtJ_G0007090::ENSMUSG00000108695,MGP_CASTEiJ_G0006989::ENSMUSG00000108695
ENSMUSG00000102123::ENSMUSG00000102123,MGP_129S1SvImJ_G0004868::ENSMUSG00000102123,MGP_C3HHeJ_G0004779::ENSMUSG00000102123,MGP_NODShiLtJ_G0004794::ENSMUSG00000102123,MGP_CASTEiJ_G0004732::ENSMUSG00000102123
ENSMUSG00000086117::ENSMUSG00000086117,MGP_129S1SvImJ_G0005187::ENSMUSG00000086117,MGP_C3HHeJ_G0005101::ENSMUSG00000086117,MGP_NODShiLtJ_G0005116::ENSMUSG00000086117,MGP_CASTEiJ_G0005048::ENSMUSG00000086117
ENSMUSG00000104212::ENSMUSG00000104212,MGP_129S1SvImJ_G0005059::ENSMUSG00000104212,MGP_C3HHeJ_G0004972::ENSMUSG00000104212,MGP_NODShiLtJ_G0004985::ENSMUSG00000104212,MGP_CASTEiJ_G0004918::ENSMUSG00000104212
ENSMUSG00000084796::ENSMUSG00000084796,MGP_129S1SvImJ_G0005275::ENSMUSG00000084796,MGP_C3HHeJ_G0005189::ENSMUSG00000084796,MGP_NODShiLtJ_G0005204::ENSMUSG00000084796,MGP_CASTEiJ_G0005136::ENSMUSG00000084796
ENSMUSG00000087465::ENSMUSG00000087465,MGP_129S1SvImJ_G0005974::ENSMUSG00000087465,MGP_C3HHeJ_G0005893::ENSMUSG00000087465,MGP_NODShiLtJ_G0005910::ENSMUSG00000087465,MGP_CASTEiJ_G0005828::ENSMUSG00000087465
ENSMUSG00000107926::ENSMUSG00000107926,MGP_129S1SvImJ_G0007003::ENSMUSG00000107926,MGP_C3HHeJ_G0006950::ENSMUSG00000107926,MGP_NODShiLtJ_G0006924::ENSMUSG00000107926,MGP_CASTEiJ_G0006833::ENSMUSG00000107926
ENSMUSG00000101042::ENSMUSG00000101042,MGP_129S1SvImJ_G0007493::ENSMUSG00000101042,MGP_C3HHeJ_G0007410::ENSMUSG00000101042,MGP_NODShiLtJ_G0007414::ENSMUSG00000101042,MGP_CASTEiJ_G0007313::ENSMUSG00000101042
ENSMUSG00000097701::ENSMUSG00000097701,MGP_129S1SvImJ_G0007413::ENSMUSG00000097701,MGP_C3HHeJ_G0007331::ENSMUSG00000097701,MGP_NODShiLtJ_G0007334::ENSMUSG00000097701,MGP_CASTEiJ_G0007234::ENSMUSG00000097701
ENSMUSG00000097014::ENSMUSG00000097014,MGP_129S1SvImJ_G0004969::ENSMUSG00000097014,MGP_C3HHeJ_G0004881::ENSMUSG00000097014,MGP_NODShiLtJ_G0004896::ENSMUSG00000097014,MGP_CASTEiJ_G0004830::ENSMUSG00000097014
ENSMUSG00000097843::ENSMUSG00000097843,MGP_129S1SvImJ_G0005954::ENSMUSG00000097843,MGP_C3HHeJ_G0005873::ENSMUSG00000097843,MGP_NODShiLtJ_G0005891::ENSMUSG00000097843,MGP_CASTEiJ_G0005809::ENSMUSG00000097843
ENSMUSG00000084992::ENSMUSG00000084992,MGP_129S1SvImJ_G0006773::ENSMUSG00000084992,MGP_C3HHeJ_G0006688::ENSMUSG00000084992,MGP_NODShiLtJ_G0006698::ENSMUSG00000084992,MGP_CASTEiJ_G0006611::ENSMUSG00000084992
ENSMUSG00000104606::ENSMUSG00000104606,MGP_129S1SvImJ_G0006802::ENSMUSG00000104606,MGP_C3HHeJ_G0006717::ENSMUSG00000104606,MGP_NODShiLtJ_G0006726::ENSMUSG00000104606,MGP_CASTEiJ_G0006640::ENSMUSG00000104606
ENSMUSG00000097627::ENSMUSG00000097627,MGP_129S1SvImJ_G0005346::ENSMUSG00000097627,MGP_C3HHeJ_G0005260::ENSMUSG00000097627,MGP_NODShiLtJ_G0005274::ENSMUSG00000097627,MGP_CASTEiJ_G0005207::ENSMUSG00000097627
ENSMUSG00000086764::ENSMUSG00000086764,MGP_129S1SvImJ_G0005980::ENSMUSG00000086764,MGP_C3HHeJ_G0005899::ENSMUSG00000086764,MGP_NODShiLtJ_G0005916::ENSMUSG00000086764,MGP_CASTEiJ_G0005834::ENSMUSG00000086764
ENSMUSG00000107412::ENSMUSG00000107412,MGP_129S1SvImJ_G0006997::ENSMUSG00000107412,MGP_C3HHeJ_G0006955::ENSMUSG00000107412,MGP_NODShiLtJ_G0006918::ENSMUSG00000107412,MGP_CASTEiJ_G0006827::ENSMUSG00000107412
ENSMUSG00000097737::ENSMUSG00000097737,MGP_129S1SvImJ_G0006283::ENSMUSG00000097737,MGP_C3HHeJ_G0006202::ENSMUSG00000097737,MGP_NODShiLtJ_G0006219::ENSMUSG00000097737,MGP_CASTEiJ_G0006135::ENSMUSG00000097737
ENSMUSG00000087608::ENSMUSG00000087608,MGP_129S1SvImJ_G0006450::ENSMUSG00000087608,MGP_C3HHeJ_G0006366::ENSMUSG00000087608,MGP_NODShiLtJ_G0006380::ENSMUSG00000087608,MGP_CASTEiJ_G0006299::ENSMUSG00000087608
ENSMUSG00000091061::ENSMUSG00000091061,MGP_129S1SvImJ_G0005972::ENSMUSG00000091061,MGP_C3HHeJ_G0005891::ENSMUSG00000091061,MGP_NODShiLtJ_G0005909::ENSMUSG00000091061,MGP_CASTEiJ_G0005826::ENSMUSG00000091061
ENSMUSG00000087602::ENSMUSG00000087602,MGP_129S1SvImJ_G0006405::ENSMUSG00000087602,MGP_C3HHeJ_G0006321::ENSMUSG00000087602,MGP_NODShiLtJ_G0006338::ENSMUSG00000087602,MGP_CASTEiJ_G0006256::ENSMUSG00000087602
ENSMUSG00000102074::ENSMUSG00000102074,MGP_129S1SvImJ_G0004992::ENSMUSG00000102074,MGP_C3HHeJ_G0004904::ENSMUSG00000102074,MGP_NODShiLtJ_G0004918::ENSMUSG00000102074,MGP_CASTEiJ_G0004852::ENSMUSG00000102074
ENSMUSG00000106909::ENSMUSG00000106909,MGP_129S1SvImJ_G0006778::ENSMUSG00000106909,MGP_C3HHeJ_G0006693::ENSMUSG00000106909,MGP_NODShiLtJ_G0006703::ENSMUSG00000106909,MGP_CASTEiJ_G0006616::ENSMUSG00000106909
ENSMUSG00000086437::ENSMUSG00000086437,MGP_129S1SvImJ_G0006548::ENSMUSG00000086437,MGP_C3HHeJ_G0006464::ENSMUSG00000086437,MGP_NODShiLtJ_G0006478::ENSMUSG00000086437,MGP_CASTEiJ_G0006396::ENSMUSG00000086437
ENSMUSG00000107451::ENSMUSG00000107451,MGP_129S1SvImJ_G0007019::ENSMUSG00000107451,MGP_C3HHeJ_G0006933::ENSMUSG00000107451,MGP_NODShiLtJ_G0006941::ENSMUSG00000107451,MGP_CASTEiJ_G0006847::ENSMUSG00000107451
ENSMUSG00000106799::ENSMUSG00000106799,MGP_129S1SvImJ_G0006913::ENSMUSG00000106799,MGP_C3HHeJ_G0006828::ENSMUSG00000106799,MGP_NODShiLtJ_G0006834::ENSMUSG00000106799,MGP_CASTEiJ_G0006745::ENSMUSG00000106799
ENSMUSG00000085721::ENSMUSG00000085721,MGP_129S1SvImJ_G0006475::ENSMUSG00000085721,MGP_C3HHeJ_G0006391::ENSMUSG00000085721,MGP_NODShiLtJ_G0006405::ENSMUSG00000085721,MGP_CASTEiJ_G0006324::ENSMUSG00000085721
ENSMUSG00000097065::ENSMUSG00000097065,MGP_129S1SvImJ_G0006093::ENSMUSG00000097065,MGP_C3HHeJ_G0006010::ENSMUSG00000097065,MGP_NODShiLtJ_G0006029::ENSMUSG00000097065,MGP_CASTEiJ_G0005947::ENSMUSG00000097065
ENSMUSG00000086800::ENSMUSG00000086800,MGP_129S1SvImJ_G0006043::ENSMUSG00000086800,MGP_C3HHeJ_G0005960::ENSMUSG00000086800,MGP_NODShiLtJ_G0005979::ENSMUSG00000086800,MGP_CASTEiJ_G0005897::ENSMUSG00000086800
ENSMUSG00000097376::ENSMUSG00000097376,MGP_129S1SvImJ_G0005590::ENSMUSG00000097376,MGP_C3HHeJ_G0005504::ENSMUSG00000097376,MGP_NODShiLtJ_G0005520::ENSMUSG00000097376,MGP_CASTEiJ_G0005447::ENSMUSG00000097376
ENSMUSG00000084840::ENSMUSG00000084840,MGP_129S1SvImJ_G0006071::ENSMUSG00000084840,MGP_C3HHeJ_G0005988::ENSMUSG00000084840,MGP_NODShiLtJ_G0006007::ENSMUSG00000084840,MGP_CASTEiJ_G0005925::ENSMUSG00000084840
ENSMUSG00000089879::ENSMUSG00000089879,MGP_129S1SvImJ_G0006847::ENSMUSG00000089879,MGP_C3HHeJ_G0006762::ENSMUSG00000089879,MGP_NODShiLtJ_G0006769::ENSMUSG00000089879,MGP_CASTEiJ_G0006681::ENSMUSG00000089879
ENSMUSG00000107849::ENSMUSG00000107849,MGP_129S1SvImJ_G0007012::ENSMUSG00000107849,MGP_C3HHeJ_G0006941::ENSMUSG00000107849,MGP_NODShiLtJ_G0006933::ENSMUSG00000107849,MGP_CASTEiJ_G0006841::ENSMUSG00000107849
ENSMUSG00000100813::ENSMUSG00000100813,MGP_129S1SvImJ_G0006528::ENSMUSG00000100813,MGP_C3HHeJ_G0006444::ENSMUSG00000100813,MGP_NODShiLtJ_G0006458::ENSMUSG00000100813,MGP_CASTEiJ_G0006376::ENSMUSG00000100813
ENSMUSG00000108722::ENSMUSG00000108722,MGP_129S1SvImJ_G0007255::ENSMUSG00000108722,MGP_C3HHeJ_G0007174::ENSMUSG00000108722,MGP_NODShiLtJ_G0007177::ENSMUSG00000108722,MGP_CASTEiJ_G0007076::ENSMUSG00000108722
ENSMUSG00000104727::ENSMUSG00000104727,MGP_129S1SvImJ_G0006822::ENSMUSG00000104727,MGP_C3HHeJ_G0006737::ENSMUSG00000104727,MGP_NODShiLtJ_G0006746::ENSMUSG00000104727,MGP_CASTEiJ_G0006659::ENSMUSG00000104727
ENSMUSG00000097237::ENSMUSG00000097237,MGP_129S1SvImJ_G0006729::ENSMUSG00000097237,MGP_C3HHeJ_G0006644::ENSMUSG00000097237,MGP_NODShiLtJ_G0006654::ENSMUSG00000097237,MGP_CASTEiJ_G0006567::ENSMUSG00000097237
ENSMUSG00000085542::ENSMUSG00000085542,MGP_129S1SvImJ_G0006537::ENSMUSG00000085542,MGP_C3HHeJ_G0006453::ENSMUSG00000085542,MGP_NODShiLtJ_G0006467::ENSMUSG00000085542,MGP_CASTEiJ_G0006385::ENSMUSG00000085542
ENSMUSG00000096954::ENSMUSG00000096954,MGP_129S1SvImJ_G0005354::ENSMUSG00000096954,MGP_C3HHeJ_G0005268::ENSMUSG00000096954,MGP_NODShiLtJ_G0005282::ENSMUSG00000096954,MGP_CASTEiJ_G0005215::ENSMUSG00000096954
ENSMUSG00000097867::ENSMUSG00000097867,MGP_129S1SvImJ_G0005650::ENSMUSG00000097867,MGP_C3HHeJ_G0005564::ENSMUSG00000097867,MGP_NODShiLtJ_G0005581::ENSMUSG00000097867,MGP_CASTEiJ_G0005508::ENSMUSG00000097867
ENSMUSG00000097103::ENSMUSG00000097103,MGP_129S1SvImJ_G0005687::ENSMUSG00000097103,MGP_C3HHeJ_G0005601::ENSMUSG00000097103,MGP_NODShiLtJ_G0005618::ENSMUSG00000097103,MGP_CASTEiJ_G0005544::ENSMUSG00000097103
ENSMUSG00000050179::ENSMUSG00000050179,MGP_129S1SvImJ_G0006272::ENSMUSG00000050179,MGP_C3HHeJ_G0006191::ENSMUSG00000050179,MGP_NODShiLtJ_G0006208::ENSMUSG00000050179,MGP_CASTEiJ_G0006125::ENSMUSG00000050179
ENSMUSG00000097138::ENSMUSG00000097138,MGP_129S1SvImJ_G0006946::ENSMUSG00000097138,MGP_C3HHeJ_G0006861::ENSMUSG00000097138,MGP_NODShiLtJ_G0006866::ENSMUSG00000097138,MGP_CASTEiJ_G0006778::ENSMUSG00000097138
ENSMUSG00000097290::ENSMUSG00000097290,MGP_129S1SvImJ_G0005647::ENSMUSG00000097290,MGP_C3HHeJ_G0005561::ENSMUSG00000097290,MGP_NODShiLtJ_G0005578::ENSMUSG00000097290,MGP_CASTEiJ_G0005505::ENSMUSG00000097290
ENSMUSG00000098370::ENSMUSG00000098370,MGP_129S1SvImJ_G0007461::ENSMUSG00000098370,MGP_C3HHeJ_G0007378::ENSMUSG00000098370,MGP_NODShiLtJ_G0007382::ENSMUSG00000098370,MGP_CASTEiJ_G0007282::ENSMUSG00000098370
ENSMUSG00000085600::ENSMUSG00000085600,MGP_129S1SvImJ_G0007099::ENSMUSG00000085600,MGP_C3HHeJ_G0007016::ENSMUSG00000085600,MGP_NODShiLtJ_G0007021::ENSMUSG00000085600,MGP_CASTEiJ_G0006922::ENSMUSG00000085600
ENSMUSG00000108137::ENSMUSG00000108137,MGP_129S1SvImJ_G0007045::ENSMUSG00000108137,MGP_C3HHeJ_G0006907::ENSMUSG00000108137,MGP_NODShiLtJ_G0006967::ENSMUSG00000108137,MGP_CASTEiJ_G0006872::ENSMUSG00000108137
ENSMUSG00000097364::ENSMUSG00000097364,MGP_129S1SvImJ_G0006912::ENSMUSG00000097364,MGP_C3HHeJ_G0006827::ENSMUSG00000097364,MGP_NODShiLtJ_G0006833::ENSMUSG00000097364,MGP_CASTEiJ_G0006744::ENSMUSG00000097364
ENSMUSG00000104684::ENSMUSG00000104684,MGP_129S1SvImJ_G0006726::ENSMUSG00000104684,MGP_C3HHeJ_G0006641::ENSMUSG00000104684,MGP_NODShiLtJ_G0006651::ENSMUSG00000104684,MGP_CASTEiJ_G0006564::ENSMUSG00000104684
ENSMUSG00000087570::ENSMUSG00000087570,MGP_129S1SvImJ_G0005930::ENSMUSG00000087570,MGP_C3HHeJ_G0005849::ENSMUSG00000087570,MGP_NODShiLtJ_G0005868::ENSMUSG00000087570,MGP_CASTEiJ_G0005785::ENSMUSG00000087570
ENSMUSG00000099968::ENSMUSG00000099968,MGP_129S1SvImJ_G0005681::ENSMUSG00000099968,MGP_C3HHeJ_G0005595::ENSMUSG00000099968,MGP_NODShiLtJ_G0005612::ENSMUSG00000099968,MGP_CASTEiJ_G0005538::ENSMUSG00000099968
ENSMUSG00000099336::ENSMUSG00000099336,MGP_129S1SvImJ_G0004952::ENSMUSG00000099336,MGP_C3HHeJ_G0004864::ENSMUSG00000099336,MGP_NODShiLtJ_G0004879::ENSMUSG00000099336,MGP_CASTEiJ_G0004813::ENSMUSG00000099336
ENSMUSG00000084816::ENSMUSG00000084816,MGP_129S1SvImJ_G0006067::ENSMUSG00000084816,MGP_C3HHeJ_G0005984::ENSMUSG00000084816,MGP_NODShiLtJ_G0006003::ENSMUSG00000084816,MGP_CASTEiJ_G0005921::ENSMUSG00000084816
ENSMUSG00000097717::ENSMUSG00000097717,MGP_129S1SvImJ_G0005472::ENSMUSG00000097717,MGP_C3HHeJ_G0005387::ENSMUSG00000097717,MGP_NODShiLtJ_G0005401::ENSMUSG00000097717,MGP_CASTEiJ_G0005330::ENSMUSG00000097717
ENSMUSG00000099207::ENSMUSG00000099207,MGP_129S1SvImJ_G0007353::ENSMUSG00000099207,MGP_C3HHeJ_G0007272::ENSMUSG00000099207,MGP_NODShiLtJ_G0007274::ENSMUSG00000099207,MGP_CASTEiJ_G0007174::ENSMUSG00000099207
ENSMUSG00000101606::ENSMUSG00000101606,MGP_129S1SvImJ_G0005746::ENSMUSG00000101606,MGP_C3HHeJ_G0005661::ENSMUSG00000101606,MGP_NODShiLtJ_G0005678::ENSMUSG00000101606,MGP_CASTEiJ_G0005603::ENSMUSG00000101606
ENSMUSG00000074404::ENSMUSG00000074404,MGP_129S1SvImJ_G0007310::ENSMUSG00000074404,MGP_C3HHeJ_G0007229::ENSMUSG00000074404,MGP_NODShiLtJ_G0007232::ENSMUSG00000074404,MGP_CASTEiJ_G0007132::ENSMUSG00000074404
ENSMUSG00000086339::ENSMUSG00000086339,MGP_129S1SvImJ_G0006402::ENSMUSG00000086339,MGP_C3HHeJ_G0006318::ENSMUSG00000086339,MGP_NODShiLtJ_G0006335::ENSMUSG00000086339,MGP_CASTEiJ_G0006253::ENSMUSG00000086339
ENSMUSG00000087379::ENSMUSG00000087379,MGP_129S1SvImJ_G0006931::ENSMUSG00000087379,MGP_C3HHeJ_G0006846::ENSMUSG00000087379,MGP_NODShiLtJ_G0006852::ENSMUSG00000087379,MGP_CASTEiJ_G0006763::ENSMUSG00000087379
ENSMUSG00000106333::ENSMUSG00000106333,MGP_129S1SvImJ_G0006741::ENSMUSG00000106333,MGP_C3HHeJ_G0006656::ENSMUSG00000106333,MGP_NODShiLtJ_G0006666::ENSMUSG00000106333,MGP_CASTEiJ_G0006579::ENSMUSG00000106333
ENSMUSG00000097415::ENSMUSG00000097415,MGP_129S1SvImJ_G0007218::ENSMUSG00000097415,MGP_C3HHeJ_G0007137::ENSMUSG00000097415,MGP_NODShiLtJ_G0007140::ENSMUSG00000097415,MGP_CASTEiJ_G0007039::ENSMUSG00000097415
ENSMUSG00000085353::ENSMUSG00000085353,MGP_129S1SvImJ_G0005875::ENSMUSG00000085353,MGP_C3HHeJ_G0005794::ENSMUSG00000085353,MGP_NODShiLtJ_G0005813::ENSMUSG00000085353,MGP_CASTEiJ_G0005730::ENSMUSG00000085353
ENSMUSG00000097287::ENSMUSG00000097287,MGP_129S1SvImJ_G0006851::ENSMUSG00000097287,MGP_C3HHeJ_G0006766::ENSMUSG00000097287,MGP_NODShiLtJ_G0006773::ENSMUSG00000097287,MGP_CASTEiJ_G0006685::ENSMUSG00000097287
ENSMUSG00000099678::ENSMUSG00000099678,MGP_129S1SvImJ_G0005851::ENSMUSG00000099678,MGP_C3HHeJ_G0005769::ENSMUSG00000099678,MGP_NODShiLtJ_G0005788::ENSMUSG00000099678,MGP_CASTEiJ_G0005706::ENSMUSG00000099678
ENSMUSG00000098086::ENSMUSG00000098086,MGP_129S1SvImJ_G0007360::ENSMUSG00000098086,MGP_C3HHeJ_G0007279::ENSMUSG00000098086,MGP_NODShiLtJ_G0007281::ENSMUSG00000098086,MGP_CASTEiJ_G0007181::ENSMUSG00000098086
ENSMUSG00000097910::ENSMUSG00000097910,MGP_129S1SvImJ_G0007327::ENSMUSG00000097910,MGP_C3HHeJ_G0007246::ENSMUSG00000097910,MGP_NODShiLtJ_G0007249::ENSMUSG00000097910,MGP_CASTEiJ_G0007148::ENSMUSG00000097910
ENSMUSG00000108513::ENSMUSG00000108513,MGP_129S1SvImJ_G0007207::ENSMUSG00000108513,MGP_C3HHeJ_G0007125::ENSMUSG00000108513,MGP_NODShiLtJ_G0007129::ENSMUSG00000108513,MGP_CASTEiJ_G0007027::ENSMUSG00000108513
ENSMUSG00000106492::ENSMUSG00000106492,MGP_129S1SvImJ_G0006723::ENSMUSG00000106492,MGP_C3HHeJ_G0006638::ENSMUSG00000106492,MGP_NODShiLtJ_G0006648::ENSMUSG00000106492,MGP_CASTEiJ_G0006561::ENSMUSG00000106492
ENSMUSG00000103413::ENSMUSG00000103413,MGP_129S1SvImJ_G0005896::ENSMUSG00000103413,MGP_C3HHeJ_G0005815::ENSMUSG00000103413,MGP_NODShiLtJ_G0005834::ENSMUSG00000103413,MGP_CASTEiJ_G0005751::ENSMUSG00000103413
ENSMUSG00000085453::ENSMUSG00000085453,MGP_129S1SvImJ_G0005172::ENSMUSG00000085453,MGP_C3HHeJ_G0005085::ENSMUSG00000085453,MGP_NODShiLtJ_G0005100::ENSMUSG00000085453,MGP_CASTEiJ_G0005032::ENSMUSG00000085453
ENSMUSG00000105736::ENSMUSG00000105736,MGP_129S1SvImJ_G0006836::ENSMUSG00000105736,MGP_C3HHeJ_G0006751::ENSMUSG00000105736,MGP_NODShiLtJ_G0006760::ENSMUSG00000105736,MGP_CASTEiJ_G0006673::ENSMUSG00000105736
ENSMUSG00000101869::ENSMUSG00000101869,MGP_129S1SvImJ_G0005017::ENSMUSG00000101869,MGP_C3HHeJ_G0004929::ENSMUSG00000101869,MGP_NODShiLtJ_G0004944::ENSMUSG00000101869,MGP_CASTEiJ_G0004877::ENSMUSG00000101869
ENSMUSG00000105797::ENSMUSG00000105797,MGP_129S1SvImJ_G0006362::ENSMUSG00000105797,MGP_C3HHeJ_G0006280::ENSMUSG00000105797,MGP_NODShiLtJ_G0006296::ENSMUSG00000105797,MGP_CASTEiJ_G0006214::ENSMUSG00000105797
ENSMUSG00000101386::ENSMUSG00000101386,MGP_129S1SvImJ_G0004950::ENSMUSG00000101386,MGP_C3HHeJ_G0004862::ENSMUSG00000101386,MGP_NODShiLtJ_G0004877::ENSMUSG00000101386,MGP_CASTEiJ_G0004811::ENSMUSG00000101386
ENSMUSG00000086328::ENSMUSG00000086328,MGP_129S1SvImJ_G0005995::ENSMUSG00000086328,MGP_C3HHeJ_G0005914::ENSMUSG00000086328,MGP_NODShiLtJ_G0005931::ENSMUSG00000086328,MGP_CASTEiJ_G0005849::ENSMUSG00000086328
ENSMUSG00000103586::ENSMUSG00000103586,MGP_129S1SvImJ_G0006944::ENSMUSG00000103586,MGP_C3HHeJ_G0006859::ENSMUSG00000103586,MGP_NODShiLtJ_G0006864::ENSMUSG00000103586,MGP_CASTEiJ_G0006776::ENSMUSG00000103586
ENSMUSG00000097890::ENSMUSG00000097890,MGP_129S1SvImJ_G0005114::ENSMUSG00000097890,MGP_C3HHeJ_G0005027::ENSMUSG00000097890,MGP_NODShiLtJ_G0005041::ENSMUSG00000097890,MGP_CASTEiJ_G0004974::ENSMUSG00000097890
ENSMUSG00000051729::ENSMUSG00000051729,MGP_129S1SvImJ_G0005518::ENSMUSG00000051729,MGP_C3HHeJ_G0005433::ENSMUSG00000051729,MGP_NODShiLtJ_G0005447::ENSMUSG00000051729,MGP_CASTEiJ_G0005374::ENSMUSG00000051729
ENSMUSG00000087592::ENSMUSG00000087592,MGP_129S1SvImJ_G0006453::ENSMUSG00000087592,MGP_C3HHeJ_G0006369::ENSMUSG00000087592,MGP_NODShiLtJ_G0006383::ENSMUSG00000087592,MGP_CASTEiJ_G0006302::ENSMUSG00000087592
