BL6_geneid,129_geneid,C3H_geneid,CAST_geneid,NOD_geneid
ENSMUSG00000030468::ENSMUSG00000030468,MGP_129S1SvImJ_G0032119::ENSMUSG00000030468,MGP_C3HHeJ_G0031825::ENSMUSG00000030468,MGP_CASTEiJ_G0031155::ENSMUSG00000030468,MGP_NODShiLtJ_G0031940::ENSMUSG00000030468
ENSMUSG00000002280::ENSMUSG00000002280,MGP_129S1SvImJ_G0023365::ENSMUSG00000002280,MGP_C3HHeJ_G0023089::ENSMUSG00000002280,MGP_CASTEiJ_G0022591::ENSMUSG00000002280,MGP_NODShiLtJ_G0023183::ENSMUSG00000002280
ENSMUSG00000055531::ENSMUSG00000055531,MGP_129S1SvImJ_G0017759::ENSMUSG00000055531,MGP_C3HHeJ_G0017523::ENSMUSG00000055531,MGP_CASTEiJ_G0017083::ENSMUSG00000055531,MGP_NODShiLtJ_G0017621::ENSMUSG00000055531
ENSMUSG00000052133::ENSMUSG00000052133,MGP_129S1SvImJ_G0022769::ENSMUSG00000052133,MGP_C3HHeJ_G0022501::ENSMUSG00000052133,MGP_CASTEiJ_G0022029::ENSMUSG00000052133,MGP_NODShiLtJ_G0022598::ENSMUSG00000052133
ENSMUSG00000030374::ENSMUSG00000030374,MGP_129S1SvImJ_G0031718::ENSMUSG00000030374,MGP_C3HHeJ_G0031419::ENSMUSG00000030374,MGP_CASTEiJ_G0030770::ENSMUSG00000030374,MGP_NODShiLtJ_G0031525::ENSMUSG00000030374
ENSMUSG00000024740::ENSMUSG00000024740,MGP_129S1SvImJ_G0024852::ENSMUSG00000024740,MGP_C3HHeJ_G0024586::ENSMUSG00000024740,MGP_CASTEiJ_G0024059::ENSMUSG00000024740,MGP_NODShiLtJ_G0024681::ENSMUSG00000024740
ENSMUSG00000009281::ENSMUSG00000009281,MGP_129S1SvImJ_G0030697::ENSMUSG00000009281,MGP_C3HHeJ_G0030391::ENSMUSG00000009281,MGP_CASTEiJ_G0029795::ENSMUSG00000009281,MGP_NODShiLtJ_G0030501::ENSMUSG00000009281
ENSMUSG00000035864::ENSMUSG00000035864,MGP_129S1SvImJ_G0017714::ENSMUSG00000035864,MGP_C3HHeJ_G0017480::ENSMUSG00000035864,MGP_CASTEiJ_G0017041::ENSMUSG00000035864,MGP_NODShiLtJ_G0017577::ENSMUSG00000035864
ENSMUSG00000030815::ENSMUSG00000030815,MGP_129S1SvImJ_G0033044::ENSMUSG00000030815,MGP_C3HHeJ_G0032742::ENSMUSG00000030815,MGP_CASTEiJ_G0032071::ENSMUSG00000030815,MGP_NODShiLtJ_G0032852::ENSMUSG00000030815
ENSMUSG00000050625::ENSMUSG00000050625,MGP_129S1SvImJ_G0016886::ENSMUSG00000050625,MGP_C3HHeJ_G0016648::ENSMUSG00000050625,MGP_CASTEiJ_G0016229::ENSMUSG00000050625,MGP_NODShiLtJ_G0016755::ENSMUSG00000050625
ENSMUSG00000021278::ENSMUSG00000021278,MGP_129S1SvImJ_G0020129::ENSMUSG00000021278,MGP_C3HHeJ_G0019872::ENSMUSG00000021278,MGP_CASTEiJ_G0019413::ENSMUSG00000021278,MGP_NODShiLtJ_G0019979::ENSMUSG00000021278
ENSMUSG00000031458::ENSMUSG00000031458,MGP_129S1SvImJ_G0033389::ENSMUSG00000031458,MGP_C3HHeJ_G0033083::ENSMUSG00000031458,MGP_CASTEiJ_G0032405::ENSMUSG00000031458,MGP_NODShiLtJ_G0033195::ENSMUSG00000031458
ENSMUSG00000010095::ENSMUSG00000010095,MGP_129S1SvImJ_G0024803::ENSMUSG00000010095,MGP_C3HHeJ_G0024537::ENSMUSG00000010095,MGP_CASTEiJ_G0024010::ENSMUSG00000010095,MGP_NODShiLtJ_G0024632::ENSMUSG00000010095
ENSMUSG00000104063::ENSMUSG00000104063,MGP_129S1SvImJ_G0024348::ENSMUSG00000104063,MGP_C3HHeJ_G0024081::ENSMUSG00000104063,MGP_CASTEiJ_G0023556::ENSMUSG00000104063,MGP_NODShiLtJ_G0024178::ENSMUSG00000104063
ENSMUSG00000053436::ENSMUSG00000053436,MGP_129S1SvImJ_G0023448::ENSMUSG00000053436,MGP_C3HHeJ_G0023172::ENSMUSG00000053436,MGP_CASTEiJ_G0022673::ENSMUSG00000053436,MGP_NODShiLtJ_G0023265::ENSMUSG00000053436
ENSMUSG00000042869::ENSMUSG00000042869,MGP_129S1SvImJ_G0020266::ENSMUSG00000042869,MGP_C3HHeJ_G0020012::ENSMUSG00000042869,MGP_CASTEiJ_G0019547::ENSMUSG00000042869,MGP_NODShiLtJ_G0020115::ENSMUSG00000042869
ENSMUSG00000022324::ENSMUSG00000022324,MGP_129S1SvImJ_G0021777::ENSMUSG00000022324,MGP_C3HHeJ_G0021519::ENSMUSG00000022324,MGP_CASTEiJ_G0021035::ENSMUSG00000022324,MGP_NODShiLtJ_G0021615::ENSMUSG00000022324
ENSMUSG00000042529::ENSMUSG00000042529,MGP_129S1SvImJ_G0018431::ENSMUSG00000042529,MGP_C3HHeJ_G0018184::ENSMUSG00000042529,MGP_CASTEiJ_G0017741::ENSMUSG00000042529,MGP_NODShiLtJ_G0018282::ENSMUSG00000042529
ENSMUSG00000045538::ENSMUSG00000045538,MGP_129S1SvImJ_G0034074::ENSMUSG00000045538,MGP_C3HHeJ_G0033760::ENSMUSG00000045538,MGP_CASTEiJ_G0033086::ENSMUSG00000045538,MGP_NODShiLtJ_G0033877::ENSMUSG00000045538
ENSMUSG00000040812::ENSMUSG00000040812,MGP_129S1SvImJ_G0026132::ENSMUSG00000040812,MGP_C3HHeJ_G0025853::ENSMUSG00000040812,MGP_CASTEiJ_G0025318::ENSMUSG00000040812,MGP_NODShiLtJ_G0025956::ENSMUSG00000040812
ENSMUSG00000050102::ENSMUSG00000050102,MGP_129S1SvImJ_G0023224::ENSMUSG00000050102,MGP_C3HHeJ_G0022950::ENSMUSG00000050102,MGP_CASTEiJ_G0022463::ENSMUSG00000050102,MGP_NODShiLtJ_G0023045::ENSMUSG00000050102
ENSMUSG00000037509::ENSMUSG00000037509,MGP_129S1SvImJ_G0015914::ENSMUSG00000037509,MGP_C3HHeJ_G0015685::ENSMUSG00000037509,MGP_CASTEiJ_G0015266::ENSMUSG00000037509,MGP_NODShiLtJ_G0015780::ENSMUSG00000037509
ENSMUSG00000026280::ENSMUSG00000026280,MGP_129S1SvImJ_G0016348::ENSMUSG00000026280,MGP_C3HHeJ_G0016114::ENSMUSG00000026280,MGP_CASTEiJ_G0015697::ENSMUSG00000026280,MGP_NODShiLtJ_G0016217::ENSMUSG00000026280
ENSMUSG00000040112::ENSMUSG00000040112,MGP_129S1SvImJ_G0031496::ENSMUSG00000040112,MGP_C3HHeJ_G0031200::ENSMUSG00000040112,MGP_CASTEiJ_G0030569::ENSMUSG00000040112,MGP_NODShiLtJ_G0031308::ENSMUSG00000040112
ENSMUSG00000061393::ENSMUSG00000061393,MGP_129S1SvImJ_G0035419::ENSMUSG00000061393,MGP_C3HHeJ_G0035104::ENSMUSG00000061393,MGP_CASTEiJ_G0034407::ENSMUSG00000061393,MGP_NODShiLtJ_G0035218::ENSMUSG00000061393
ENSMUSG00000051359::ENSMUSG00000051359,MGP_129S1SvImJ_G0021802::ENSMUSG00000051359,MGP_C3HHeJ_G0021543::ENSMUSG00000051359,MGP_CASTEiJ_G0021060::ENSMUSG00000051359,MGP_NODShiLtJ_G0021638::ENSMUSG00000051359
ENSMUSG00000034362::ENSMUSG00000034362,MGP_129S1SvImJ_G0022779::ENSMUSG00000034362,MGP_C3HHeJ_G0022511::ENSMUSG00000034362,MGP_CASTEiJ_G0022039::ENSMUSG00000034362,MGP_NODShiLtJ_G0022608::ENSMUSG00000034362
ENSMUSG00000045667::ENSMUSG00000045667,MGP_129S1SvImJ_G0018638::ENSMUSG00000045667,MGP_C3HHeJ_G0018391::ENSMUSG00000045667,MGP_CASTEiJ_G0017946::ENSMUSG00000045667,MGP_NODShiLtJ_G0018486::ENSMUSG00000045667
ENSMUSG00000016256::ENSMUSG00000016256,MGP_129S1SvImJ_G0026967::ENSMUSG00000016256,MGP_C3HHeJ_G0026685::ENSMUSG00000016256,MGP_CASTEiJ_G0026144::ENSMUSG00000016256,MGP_NODShiLtJ_G0026785::ENSMUSG00000016256
ENSMUSG00000011256::ENSMUSG00000011256,MGP_129S1SvImJ_G0018188::ENSMUSG00000011256,MGP_C3HHeJ_G0017943::ENSMUSG00000011256,MGP_CASTEiJ_G0017506::ENSMUSG00000011256,MGP_NODShiLtJ_G0018043::ENSMUSG00000011256
ENSMUSG00000022021::ENSMUSG00000022021,MGP_129S1SvImJ_G0021607::ENSMUSG00000022021,MGP_C3HHeJ_G0021349::ENSMUSG00000022021,MGP_CASTEiJ_G0020866::ENSMUSG00000022021,MGP_NODShiLtJ_G0021445::ENSMUSG00000022021
ENSMUSG00000040249::ENSMUSG00000040249,MGP_129S1SvImJ_G0017827::ENSMUSG00000040249,MGP_C3HHeJ_G0017590::ENSMUSG00000040249,MGP_CASTEiJ_G0017150::ENSMUSG00000040249,MGP_NODShiLtJ_G0017688::ENSMUSG00000040249
ENSMUSG00000046152::ENSMUSG00000046152,MGP_129S1SvImJ_G0033516::ENSMUSG00000046152,MGP_C3HHeJ_G0033206::ENSMUSG00000046152,MGP_CASTEiJ_G0032531::ENSMUSG00000046152,MGP_NODShiLtJ_G0033322::ENSMUSG00000046152
ENSMUSG00000078771::ENSMUSG00000078771,MGP_129S1SvImJ_G0018800::ENSMUSG00000078771,MGP_C3HHeJ_G0018554::ENSMUSG00000078771,MGP_CASTEiJ_G0018109::ENSMUSG00000078771,MGP_NODShiLtJ_G0018649::ENSMUSG00000078771
ENSMUSG00000028041::ENSMUSG00000028041,MGP_129S1SvImJ_G0027432::ENSMUSG00000028041,MGP_C3HHeJ_G0027147::ENSMUSG00000028041,MGP_CASTEiJ_G0026593::ENSMUSG00000028041,MGP_NODShiLtJ_G0027247::ENSMUSG00000028041
ENSMUSG00000050350::ENSMUSG00000050350,MGP_129S1SvImJ_G0021665::ENSMUSG00000050350,MGP_C3HHeJ_G0021409::ENSMUSG00000050350,MGP_CASTEiJ_G0020924::ENSMUSG00000050350,MGP_NODShiLtJ_G0021505::ENSMUSG00000050350
ENSMUSG00000024805::ENSMUSG00000024805,MGP_129S1SvImJ_G0025071::ENSMUSG00000024805,MGP_C3HHeJ_G0024804::ENSMUSG00000024805,MGP_CASTEiJ_G0024271::ENSMUSG00000024805,MGP_NODShiLtJ_G0024905::ENSMUSG00000024805
ENSMUSG00000107252::ENSMUSG00000107252,MGP_129S1SvImJ_G0022498::ENSMUSG00000107252,MGP_C3HHeJ_G0022231::ENSMUSG00000107252,MGP_CASTEiJ_G0021758::ENSMUSG00000107252,MGP_NODShiLtJ_G0022329::ENSMUSG00000107252
ENSMUSG00000071229::ENSMUSG00000071229,MGP_129S1SvImJ_G0021667::ENSMUSG00000071229,MGP_C3HHeJ_G0021411::ENSMUSG00000071229,MGP_CASTEiJ_G0020926::ENSMUSG00000071229,MGP_NODShiLtJ_G0021507::ENSMUSG00000071229
ENSMUSG00000007805::ENSMUSG00000007805,MGP_129S1SvImJ_G0016313::ENSMUSG00000007805,MGP_C3HHeJ_G0016079::ENSMUSG00000007805,MGP_CASTEiJ_G0015664::ENSMUSG00000007805,MGP_NODShiLtJ_G0016182::ENSMUSG00000007805
ENSMUSG00000068335::ENSMUSG00000068335,MGP_129S1SvImJ_G0030909::ENSMUSG00000068335,MGP_C3HHeJ_G0030822::ENSMUSG00000068335,MGP_CASTEiJ_G0029997::ENSMUSG00000068335,MGP_NODShiLtJ_G0030717::ENSMUSG00000068335
ENSMUSG00000020940::ENSMUSG00000020940,MGP_129S1SvImJ_G0019259::ENSMUSG00000020940,MGP_C3HHeJ_G0019010::ENSMUSG00000020940,MGP_CASTEiJ_G0018564::ENSMUSG00000020940,MGP_NODShiLtJ_G0019112::ENSMUSG00000020940
ENSMUSG00000036281::ENSMUSG00000036281,MGP_129S1SvImJ_G0025485::ENSMUSG00000036281,MGP_C3HHeJ_G0025219::ENSMUSG00000036281,MGP_CASTEiJ_G0024682::ENSMUSG00000036281,MGP_NODShiLtJ_G0025323::ENSMUSG00000036281
ENSMUSG00000055210::ENSMUSG00000055210,MGP_129S1SvImJ_G0028590::ENSMUSG00000055210,MGP_C3HHeJ_G0028286::ENSMUSG00000055210,MGP_CASTEiJ_G0027723::ENSMUSG00000055210,MGP_NODShiLtJ_G0028396::ENSMUSG00000055210
ENSMUSG00000019854::ENSMUSG00000019854,MGP_129S1SvImJ_G0017035::ENSMUSG00000019854,MGP_C3HHeJ_G0016796::ENSMUSG00000019854,MGP_CASTEiJ_G0016378::ENSMUSG00000019854,MGP_NODShiLtJ_G0016901::ENSMUSG00000019854
ENSMUSG00000021265::ENSMUSG00000021265,MGP_129S1SvImJ_G0020109::ENSMUSG00000021265,MGP_C3HHeJ_G0019851::ENSMUSG00000021265,MGP_CASTEiJ_G0019393::ENSMUSG00000021265,MGP_NODShiLtJ_G0019958::ENSMUSG00000021265
ENSMUSG00000025652::ENSMUSG00000025652,MGP_129S1SvImJ_G0035316::ENSMUSG00000025652,MGP_C3HHeJ_G0034999::ENSMUSG00000025652,MGP_CASTEiJ_G0034310::ENSMUSG00000025652,MGP_NODShiLtJ_G0035115::ENSMUSG00000025652
ENSMUSG00000073542::ENSMUSG00000073542,MGP_129S1SvImJ_G0024527::ENSMUSG00000073542,MGP_C3HHeJ_G0024262::ENSMUSG00000073542,MGP_CASTEiJ_G0023734::ENSMUSG00000073542,MGP_NODShiLtJ_G0024357::ENSMUSG00000073542
ENSMUSG00000024590::ENSMUSG00000024590,MGP_129S1SvImJ_G0024444::ENSMUSG00000024590,MGP_C3HHeJ_G0024177::ENSMUSG00000024590,MGP_CASTEiJ_G0023651::ENSMUSG00000024590,MGP_NODShiLtJ_G0024274::ENSMUSG00000024590
ENSMUSG00000026874::ENSMUSG00000026874,MGP_129S1SvImJ_G0025647::ENSMUSG00000026874,MGP_C3HHeJ_G0025381::ENSMUSG00000026874,MGP_CASTEiJ_G0024843::ENSMUSG00000026874,MGP_NODShiLtJ_G0025485::ENSMUSG00000026874
ENSMUSG00000032350::ENSMUSG00000032350,MGP_129S1SvImJ_G0035054::ENSMUSG00000032350,MGP_C3HHeJ_G0034736::ENSMUSG00000032350,MGP_CASTEiJ_G0034058::ENSMUSG00000032350,MGP_NODShiLtJ_G0034851::ENSMUSG00000032350
ENSMUSG00000023939::ENSMUSG00000023939,MGP_129S1SvImJ_G0023798::ENSMUSG00000023939,MGP_C3HHeJ_G0023524::ENSMUSG00000023939,MGP_CASTEiJ_G0023005::ENSMUSG00000023939,MGP_NODShiLtJ_G0023622::ENSMUSG00000023939
ENSMUSG00000026924::ENSMUSG00000026924,MGP_129S1SvImJ_G0025489::ENSMUSG00000026924,MGP_C3HHeJ_G0025223::ENSMUSG00000026924,MGP_CASTEiJ_G0024686::ENSMUSG00000026924,MGP_NODShiLtJ_G0025327::ENSMUSG00000026924
ENSMUSG00000003662::ENSMUSG00000003662,MGP_129S1SvImJ_G0026453::ENSMUSG00000003662,MGP_C3HHeJ_G0026172::ENSMUSG00000003662,MGP_CASTEiJ_G0025633::ENSMUSG00000003662,MGP_NODShiLtJ_G0026270::ENSMUSG00000003662
ENSMUSG00000035509::ENSMUSG00000035509,MGP_129S1SvImJ_G0020620::ENSMUSG00000035509,MGP_C3HHeJ_G0020369::ENSMUSG00000035509,MGP_CASTEiJ_G0019883::ENSMUSG00000035509,MGP_NODShiLtJ_G0020460::ENSMUSG00000035509
ENSMUSG00000102440::ENSMUSG00000102440,MGP_129S1SvImJ_G0024345::ENSMUSG00000102440,MGP_C3HHeJ_G0024078::ENSMUSG00000102440,MGP_CASTEiJ_G0023554::ENSMUSG00000102440,MGP_NODShiLtJ_G0024175::ENSMUSG00000102440
ENSMUSG00000052372::ENSMUSG00000052372,MGP_129S1SvImJ_G0035893::ENSMUSG00000052372,MGP_C3HHeJ_G0035570::ENSMUSG00000052372,MGP_CASTEiJ_G0034858::ENSMUSG00000052372,MGP_NODShiLtJ_G0035675::ENSMUSG00000052372
ENSMUSG00000020695::ENSMUSG00000020695,MGP_129S1SvImJ_G0019284::ENSMUSG00000020695,MGP_C3HHeJ_G0019035::ENSMUSG00000020695,MGP_CASTEiJ_G0018588::ENSMUSG00000020695,MGP_NODShiLtJ_G0019137::ENSMUSG00000020695
ENSMUSG00000034424::ENSMUSG00000034424,MGP_129S1SvImJ_G0034169::ENSMUSG00000034424,MGP_C3HHeJ_G0033854::ENSMUSG00000034424,MGP_CASTEiJ_G0033181::ENSMUSG00000034424,MGP_NODShiLtJ_G0033973::ENSMUSG00000034424
ENSMUSG00000020585::ENSMUSG00000020585,MGP_129S1SvImJ_G0019589::ENSMUSG00000020585,MGP_C3HHeJ_G0019337::ENSMUSG00000020585,MGP_CASTEiJ_G0018892::ENSMUSG00000020585,MGP_NODShiLtJ_G0019445::ENSMUSG00000020585
ENSMUSG00000067220::ENSMUSG00000067220,MGP_129S1SvImJ_G0029614::ENSMUSG00000067220,MGP_C3HHeJ_G0029315::ENSMUSG00000067220,MGP_CASTEiJ_G0028724::ENSMUSG00000067220,MGP_NODShiLtJ_G0029416::ENSMUSG00000067220
ENSMUSG00000010047::ENSMUSG00000010047,MGP_129S1SvImJ_G0035259::ENSMUSG00000010047,MGP_C3HHeJ_G0034942::ENSMUSG00000010047,MGP_CASTEiJ_G0034253::ENSMUSG00000010047,MGP_NODShiLtJ_G0035058::ENSMUSG00000010047
ENSMUSG00000025405::ENSMUSG00000025405,MGP_129S1SvImJ_G0017821::ENSMUSG00000025405,MGP_C3HHeJ_G0017584::ENSMUSG00000025405,MGP_CASTEiJ_G0017144::ENSMUSG00000025405,MGP_NODShiLtJ_G0017682::ENSMUSG00000025405
ENSMUSG00000096140::ENSMUSG00000096140,MGP_129S1SvImJ_G0023775::ENSMUSG00000096140,MGP_C3HHeJ_G0023501::ENSMUSG00000096140,MGP_CASTEiJ_G0022982::ENSMUSG00000096140,MGP_NODShiLtJ_G0023599::ENSMUSG00000096140
ENSMUSG00000036242::ENSMUSG00000036242,MGP_129S1SvImJ_G0021233::ENSMUSG00000036242,MGP_C3HHeJ_G0020968::ENSMUSG00000036242,MGP_CASTEiJ_G0020494::ENSMUSG00000036242,MGP_NODShiLtJ_G0021068::ENSMUSG00000036242
ENSMUSG00000041459::ENSMUSG00000041459,MGP_129S1SvImJ_G0029129::ENSMUSG00000041459,MGP_C3HHeJ_G0028831::ENSMUSG00000041459,MGP_CASTEiJ_G0028244::ENSMUSG00000041459,MGP_NODShiLtJ_G0028933::ENSMUSG00000041459
ENSMUSG00000007564::ENSMUSG00000007564,MGP_129S1SvImJ_G0023219::ENSMUSG00000007564,MGP_C3HHeJ_G0022946::ENSMUSG00000007564,MGP_CASTEiJ_G0022459::ENSMUSG00000007564,MGP_NODShiLtJ_G0023041::ENSMUSG00000007564
ENSMUSG00000020226::ENSMUSG00000020226,MGP_129S1SvImJ_G0017376::ENSMUSG00000020226,MGP_C3HHeJ_G0017137::ENSMUSG00000020226,MGP_CASTEiJ_G0016707::ENSMUSG00000020226,MGP_NODShiLtJ_G0017235::ENSMUSG00000020226
ENSMUSG00000027684::ENSMUSG00000027684,MGP_129S1SvImJ_G0027120::ENSMUSG00000027684,MGP_C3HHeJ_G0026834::ENSMUSG00000027684,MGP_CASTEiJ_G0026288::ENSMUSG00000027684,MGP_NODShiLtJ_G0026934::ENSMUSG00000027684
ENSMUSG00000022200::ENSMUSG00000022200,MGP_129S1SvImJ_G0021737::ENSMUSG00000022200,MGP_C3HHeJ_G0021480::ENSMUSG00000022200,MGP_CASTEiJ_G0020996::ENSMUSG00000022200,MGP_NODShiLtJ_G0021576::ENSMUSG00000022200
ENSMUSG00000037736::ENSMUSG00000037736,MGP_129S1SvImJ_G0029591::ENSMUSG00000037736,MGP_C3HHeJ_G0029291::ENSMUSG00000037736,MGP_CASTEiJ_G0028699::ENSMUSG00000037736,MGP_NODShiLtJ_G0029394::ENSMUSG00000037736
ENSMUSG00000016637::ENSMUSG00000016637,MGP_129S1SvImJ_G0022036::ENSMUSG00000016637,MGP_C3HHeJ_G0021775::ENSMUSG00000016637,MGP_CASTEiJ_G0021295::ENSMUSG00000016637,MGP_NODShiLtJ_G0021867::ENSMUSG00000016637
ENSMUSG00000027463::ENSMUSG00000027463,MGP_129S1SvImJ_G0026649::ENSMUSG00000027463,MGP_C3HHeJ_G0026367::ENSMUSG00000027463,MGP_CASTEiJ_G0025828::ENSMUSG00000027463,MGP_NODShiLtJ_G0026468::ENSMUSG00000027463
ENSMUSG00000025577::ENSMUSG00000025577,MGP_129S1SvImJ_G0019472::ENSMUSG00000025577,MGP_C3HHeJ_G0019221::ENSMUSG00000025577,MGP_CASTEiJ_G0018775::ENSMUSG00000025577,MGP_NODShiLtJ_G0019329::ENSMUSG00000025577
ENSMUSG00000070509::ENSMUSG00000070509,MGP_129S1SvImJ_G0032368::ENSMUSG00000070509,MGP_C3HHeJ_G0032072::ENSMUSG00000070509,MGP_CASTEiJ_G0031400::ENSMUSG00000070509,MGP_NODShiLtJ_G0032185::ENSMUSG00000070509
ENSMUSG00000029182::ENSMUSG00000029182,MGP_129S1SvImJ_G0029390::ENSMUSG00000029182,MGP_C3HHeJ_G0029088::ENSMUSG00000029182,MGP_CASTEiJ_G0028499::ENSMUSG00000029182,MGP_NODShiLtJ_G0029192::ENSMUSG00000029182
ENSMUSG00000035861::ENSMUSG00000035861,MGP_129S1SvImJ_G0029672::ENSMUSG00000035861,MGP_C3HHeJ_G0029372::ENSMUSG00000035861,MGP_CASTEiJ_G0028780::ENSMUSG00000035861,MGP_NODShiLtJ_G0029475::ENSMUSG00000035861
ENSMUSG00000031737::ENSMUSG00000031737,MGP_129S1SvImJ_G0033934::ENSMUSG00000031737,MGP_C3HHeJ_G0033619::ENSMUSG00000031737,MGP_CASTEiJ_G0032951::ENSMUSG00000031737,MGP_NODShiLtJ_G0033738::ENSMUSG00000031737
ENSMUSG00000031142::ENSMUSG00000031142,MGP_129S1SvImJ_G0035514::ENSMUSG00000031142,MGP_C3HHeJ_G0035196::ENSMUSG00000031142,MGP_CASTEiJ_G0034496::ENSMUSG00000031142,MGP_NODShiLtJ_G0035309::ENSMUSG00000031142
ENSMUSG00000037904::ENSMUSG00000037904,MGP_129S1SvImJ_G0020125::ENSMUSG00000037904,MGP_C3HHeJ_G0019868::ENSMUSG00000037904,MGP_CASTEiJ_G0019409::ENSMUSG00000037904,MGP_NODShiLtJ_G0019975::ENSMUSG00000037904
ENSMUSG00000049823::ENSMUSG00000049823,MGP_129S1SvImJ_G0023596::ENSMUSG00000049823,MGP_C3HHeJ_G0023323::ENSMUSG00000049823,MGP_CASTEiJ_G0022821::ENSMUSG00000049823,MGP_NODShiLtJ_G0023419::ENSMUSG00000049823
ENSMUSG00000036551::ENSMUSG00000036551,MGP_129S1SvImJ_G0035633::ENSMUSG00000036551,MGP_C3HHeJ_G0035321::ENSMUSG00000036551,MGP_CASTEiJ_G0034611::ENSMUSG00000036551,MGP_NODShiLtJ_G0035432::ENSMUSG00000036551
ENSMUSG00000030534::ENSMUSG00000030534,MGP_129S1SvImJ_G0032408::ENSMUSG00000030534,MGP_C3HHeJ_G0032112::ENSMUSG00000030534,MGP_CASTEiJ_G0031440::ENSMUSG00000030534,MGP_NODShiLtJ_G0032225::ENSMUSG00000030534
ENSMUSG00000058820::ENSMUSG00000058820,MGP_129S1SvImJ_G0034622::ENSMUSG00000058820,MGP_C3HHeJ_G0034305::ENSMUSG00000058820,MGP_CASTEiJ_G0033626::ENSMUSG00000058820,MGP_NODShiLtJ_G0034423::ENSMUSG00000058820
ENSMUSG00000071662::ENSMUSG00000071662,MGP_129S1SvImJ_G0024809::ENSMUSG00000071662,MGP_C3HHeJ_G0024543::ENSMUSG00000071662,MGP_CASTEiJ_G0024016::ENSMUSG00000071662,MGP_NODShiLtJ_G0024638::ENSMUSG00000071662
ENSMUSG00000036430::ENSMUSG00000036430,MGP_129S1SvImJ_G0023837::ENSMUSG00000036430,MGP_C3HHeJ_G0023562::ENSMUSG00000036430,MGP_CASTEiJ_G0023044::ENSMUSG00000036430,MGP_NODShiLtJ_G0023661::ENSMUSG00000036430
ENSMUSG00000029522::ENSMUSG00000029522,MGP_129S1SvImJ_G0029970::ENSMUSG00000029522,MGP_C3HHeJ_G0029665::ENSMUSG00000029522,MGP_CASTEiJ_G0029074::ENSMUSG00000029522,MGP_NODShiLtJ_G0029770::ENSMUSG00000029522
ENSMUSG00000045314::ENSMUSG00000045314,MGP_129S1SvImJ_G0029757::ENSMUSG00000045314,MGP_C3HHeJ_G0029456::ENSMUSG00000045314,MGP_CASTEiJ_G0028866::ENSMUSG00000045314,MGP_NODShiLtJ_G0029558::ENSMUSG00000045314
ENSMUSG00000024505::ENSMUSG00000024505,MGP_129S1SvImJ_G0024418::ENSMUSG00000024505,MGP_C3HHeJ_G0024151::ENSMUSG00000024505,MGP_CASTEiJ_G0023626::ENSMUSG00000024505,MGP_NODShiLtJ_G0024248::ENSMUSG00000024505
ENSMUSG00000061702::ENSMUSG00000061702,MGP_129S1SvImJ_G0031874::ENSMUSG00000061702,MGP_C3HHeJ_G0031579::ENSMUSG00000061702,MGP_CASTEiJ_G0030919::ENSMUSG00000061702,MGP_NODShiLtJ_G0031688::ENSMUSG00000061702
ENSMUSG00000021094::ENSMUSG00000021094,MGP_129S1SvImJ_G0019828::ENSMUSG00000021094,MGP_C3HHeJ_G0019571::ENSMUSG00000021094,MGP_CASTEiJ_G0019123::ENSMUSG00000021094,MGP_NODShiLtJ_G0019683::ENSMUSG00000021094
ENSMUSG00000026614::ENSMUSG00000026614,MGP_129S1SvImJ_G0016917::ENSMUSG00000026614,MGP_C3HHeJ_G0016678::ENSMUSG00000026614,MGP_CASTEiJ_G0016261::ENSMUSG00000026614,MGP_NODShiLtJ_G0016786::ENSMUSG00000026614
ENSMUSG00000094800::ENSMUSG00000094800,MGP_129S1SvImJ_G0021069::ENSMUSG00000094800,MGP_C3HHeJ_G0020805::ENSMUSG00000094800,MGP_CASTEiJ_G0020329::ENSMUSG00000094800,MGP_NODShiLtJ_G0020903::ENSMUSG00000094800
ENSMUSG00000050558::ENSMUSG00000050558,MGP_129S1SvImJ_G0026542::ENSMUSG00000050558,MGP_C3HHeJ_G0026261::ENSMUSG00000050558,MGP_CASTEiJ_G0025722::ENSMUSG00000050558,MGP_NODShiLtJ_G0026359::ENSMUSG00000050558
ENSMUSG00000028011::ENSMUSG00000028011,MGP_129S1SvImJ_G0027323::ENSMUSG00000028011,MGP_C3HHeJ_G0027040::ENSMUSG00000028011,MGP_CASTEiJ_G0026487::ENSMUSG00000028011,MGP_NODShiLtJ_G0027138::ENSMUSG00000028011
ENSMUSG00000027006::ENSMUSG00000027006,MGP_129S1SvImJ_G0025883::ENSMUSG00000027006,MGP_C3HHeJ_G0025615::ENSMUSG00000027006,MGP_CASTEiJ_G0025077::ENSMUSG00000027006,MGP_NODShiLtJ_G0025720::ENSMUSG00000027006
ENSMUSG00000031107::ENSMUSG00000031107,MGP_129S1SvImJ_G0035698::ENSMUSG00000031107,MGP_C3HHeJ_G0035371::ENSMUSG00000031107,MGP_CASTEiJ_G0034662::ENSMUSG00000031107,MGP_NODShiLtJ_G0035486::ENSMUSG00000031107
ENSMUSG00000041741::ENSMUSG00000041741,MGP_129S1SvImJ_G0031451::ENSMUSG00000041741,MGP_C3HHeJ_G0031155::ENSMUSG00000041741,MGP_CASTEiJ_G0030523::ENSMUSG00000041741,MGP_NODShiLtJ_G0031263::ENSMUSG00000041741
